,index,comment,label
3376,3376,"mình không hài_lòng với máy chút nào về máy đã mua vẫn còn nhiều lỗi chưa khắc_phục đc máy mua hồi giờ đã không biết sao mình mua ngay lô bị máy lỗi đổi một lần vẫn gặp phải máy lỗi màn_hình bị hở sáng với nút nguồn jack type c thì rung nguồn với pin thì có hiện_tượng lạ phần_mềm thông_số không_thể hiểu nổi 
 như app mp xài có s mà hao pin hơn chơi liên_quân tiếng đồng_hồ 
 mua nên cân_nhắc trong thời_gian này","[ 1.  0.  1.  1.  1.  1.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0. -1. -1.
 -1. -1.]"
3377,3377,tôi thật_sự thất_vọng vsmart active thật_sự tôi thất_vọng khi mua hơn tuần mấy lời màn_hình kính camera trước từ nực và vỡ toáng tôi là người việt nam mua hàng việt_nam để ủng_hộ những tôi quả_thật vòng về nó,"[ 1.  0.  0.  0.  0.  1.  0.  1.  0.  0.  0. -1. -1. -1. -1.  0. -1.  0.
 -1. -1.]"
3378,3378,mua tại tgdd đoan hùng pt nhân_viên tư_vấn vui_vẻ nhiệt_tình máy ngon pin trâu màn_hình sáng mịn hiện thị ngoài_trời tốt dùng cơ ban mượt_mà wifi khỏe thương_hiệu vivo nên yên_tâm,"[ 0.  1.  1.  0.  0.  1.  0.  1.  1.  0. -1.  2.  2. -1. -1.  2. -1.  2.
  2. -1.]"
3379,3379,chỉ tiếc là sac nhanh mà đến tận tiếng mới đầy dù không dùng máy lúc sạc còn lại moi thứ đều ổn,"[ 0.  0.  1.  0.  0.  1.  0.  0.  0.  0. -1. -1.  0. -1. -1.  2. -1. -1.
 -1. -1.]"
3380,3380,vừa mua được ngày máy dùng tốtsạc nhanh nhưng pin cx khá là nhanh hết,"[ 0.  0.  1.  0.  0.  1.  0.  0.  0.  0. -1. -1.  1. -1. -1.  2. -1. -1.
 -1. -1.]"
3381,3381,sản_phẩm vượt trộicông nghệ mới nhất cho người dùng không_thể thiếu trong cuộc_sống của chúng_ta,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1. -1. -1. -1.  2. -1. -1.
 -1. -1.]"
3382,3382,mới mua ngay máy noon đẹp rất mượt tuyet vời không có gì ban cãi và sạc rat nhanh,"[ 0.  0.  1.  1.  0.  1.  0.  0.  0.  0. -1. -1.  2.  2. -1.  2. -1. -1.
 -1. -1.]"
3383,3383,rất vừa_ý đẹp và sang chắc mình mua nhầm máy ngon nên giờ chưa thấy gì bất_thườngchỉ có lúc đầu cài nhạc không được phải reset máy mới ok nhân_viên tgdđ thì tuyệt_vời,"[ 0.  0.  0.  1.  1.  1.  0.  0.  1.  0. -1. -1. -1.  0.  2.  2. -1. -1.
  2. -1.]"
3384,3384,cam tệ ko như mong_đợi đã mua và ko hài_lòng lắm chắc đây là làn cuối mua huawei,"[ 1.  0.  0.  0.  0.  1.  0.  0.  1.  0.  0. -1. -1. -1. -1.  0. -1. -1.
  0. -1.]"
3385,3385,máy mới mua dc ngaysao pin hao nhanh ju z k bit fai lôi k,"[ 0.  0.  1.  0.  0.  0.  0.  0.  0.  0. -1. -1.  0. -1. -1. -1. -1. -1.
 -1. -1.]"
3386,3386,màn_hình hiển_thị tốt camera chụp chân_thực khi đủ sáng chụp trời tối không tốt bằng note hiệu_năng khỏi phải bàn đa_nhiệm rất tốt nhược_điểm là máy to nhưng pin lại yếu và sạc hơi lâu,"[ 1.  0.  1.  1.  1.  0.  0.  1.  0.  0.  1. -1.  0.  2.  0. -1. -1.  2.
 -1. -1.]"
3387,3387,"tuyệt_vời tất_cả 
 nhưg màn hìh xe youtube k đã 
 nếu là màn_hình super ratine thì ip đáng mua nhất","[ 0.  0.  0.  0.  0.  1.  0.  1.  0.  0. -1. -1. -1. -1. -1.  2. -1.  0.
 -1. -1.]"
3388,3388,tại_sao tắt nguồn khởi_động lại vẫn bị lỗi sạc xong tụt xuống phần_trăm liền lun,"[ 0.  0.  1.  0.  0.  0.  0.  0.  0.  0. -1. -1.  0. -1. -1. -1. -1. -1.
 -1. -1.]"
3389,3389,máy lỗi quá nhiềuđặc biệt khi gửi video qua zalomessenger toàn bị lỗihoặc ko gửi dcmg nhận chỉ nge dc âm_thanh mà ko nhìn thấy hình ảnhdc biệt là những video trên giây chắc_chắn ko gửi dc do ghi file dung_lượng quá lớnkhi mang ra đổi khi test chiếc máy máy nào cũng có hiện_tượng như vậyđành nghiến răng chịu mất rồi lấy tiền về ra chỗ khác mua máy mới_vậy,"[ 0.  0.  0.  1.  0.  1.  0.  0.  0.  0. -1. -1. -1.  0. -1.  0. -1. -1.
 -1. -1.]"
3390,3390,may hơi giật lag khi vào những ứng_dụng choi nhưng game hpiw năng thì may nóng lên máy ko cầm pin để nghe gọi bình_thường lo bật g wifi mà mấy củng dựt pin liên_tục máy thiết_kế thì đẹp rất thích nhưng về cấu hinh và pin thì ko dc cho lấm,"[ 0.  1.  1.  1.  1.  0.  0.  0.  0.  0. -1.  0.  0.  0.  2. -1. -1. -1.
 -1. -1.]"
3391,3391,mới mua đc ngày lúc mở_màn_hình lên có khi bị j mà ko thấy hiển_thị ứng_dụng j hết phải mở lại mới đc ko bik bị lỗi j,"[ 0.  0.  0.  1.  0.  0.  0.  0.  0.  0. -1. -1. -1.  0. -1. -1. -1. -1.
 -1. -1.]"
3392,3392,"nhanh hết pinthua pin của huawei 
 lên cửa_hàng hỏi thì nhận được trả lờigiờ máy nào dùng nhiều cũng nhanh hết pin","[ 0.  0.  1.  0.  0.  0.  0.  0.  0.  0. -1. -1.  0. -1. -1. -1. -1. -1.
 -1. -1.]"
3393,3393,kinh_nghiệm nhé mn nếu sạc đến sờ máy nóng thì đừng vội rút ra và sử_dụng máy sẽ tụt pin rất nhanh đợi ph ổn_định nhiệt_độ thì hãy dùng nhé,"[ 0.  0.  1.  0.  0.  0.  0.  0.  0.  0. -1. -1.  0. -1. -1. -1. -1. -1.
 -1. -1.]"
3394,3394,đẹp vào mạng rất nhanh nhưng sóng điện_thoại sim rất yếu có cách khắc_phục ko màn_hình chuẩn,"[ 0.  1.  0.  0.  1.  0.  0.  1.  0.  0. -1.  1. -1. -1.  2. -1. -1.  2.
 -1. -1.]"
3395,3395,sống_động tuyệt_vời đúng là sản_phẩm_chất_lượng của việt nam hàng việt nam chất_lượng cao,"[ 0.  0.  0.  0.  0.  0.  0.  1.  1.  0. -1. -1. -1. -1. -1. -1. -1.  2.
  2. -1.]"
3396,3396,rất hợp túi tiềncảm ứng mượt pin cực trâu chạy ổn_định chưa thấy bất_cứ khuyết_điểm nàocác bạn đang phân_vân thì hãy quyết_định as luôn và ngay nhé,"[ 0.  1.  1.  1.  0.  1.  1.  0.  0.  0. -1.  2.  2.  1. -1.  2.  2. -1.
 -1. -1.]"
3397,3397,dùng điện_thoại oppo f quay sắc nét màu_sắc trung_thực đáng_lý ra điện_thoại mới ra_mắt se quay đẹp nhưng hình_ảnh chụp kể_cả quay_phim đều thua xa màu cứ ám đen đỏ rất kỳ rất thấy vọng thua cả dt oppo f,"[ 1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0. -1. -1. -1. -1.  0. -1. -1.
 -1. -1.]"
3398,3398,"điện_thoại lag quá mình chơi game cứ bị đơ chán luôn 
 ban_đầu tính mua samsung mà thấy mọi người khen con này ai_ngờ trải nghiệm xong vài ngày thì mình hơi thất_vọng","[ 0.  0.  0.  1.  0.  1.  0.  0.  0.  0. -1. -1. -1.  0. -1.  0. -1. -1.
 -1. -1.]"
3399,3399,khuyên ai đang muốn mua thì nên xem_xét_lại sóng g wifi yếu bị đơ màn_hình mình mua chỉ để nghe gọi nhưng vẫn không_thể hài_lòng muốn mở khoá màn_hình phải chờ s mà lúc được lúc không quá thất_vọng,"[ 0.  1.  0.  1.  0.  1.  0.  0.  0.  0. -1.  0. -1.  0. -1.  0. -1. -1.
 -1. -1.]"
3400,3400,máy sử_dụng mượt_mà thiết_kế sang_trọng camera chụp tuyệt_vời tuần đầu mới mua về thấy pin cũng yếu thật nhưng sử_dụng thêm thời_gian nữa thì thấy pin ổn_định hơn đủ sài cả ngày với những tác vụ như lướt wed đọc báo face zalo game nhẹ theo mình để bảo_đảm pin được lâu hơn thì các bạn nên tắt số ứng_dụng như định_vị theo_dõi thể_chất phân_tích bộ đo thời_gian sử_dụng để pin ở chế_độ tiết_kiệm quảng_cáo,"[ 1.  0.  1.  1.  1.  0.  0.  0.  0.  0.  2. -1.  1.  2.  2. -1. -1. -1.
 -1. -1.]"
3401,3401,mới vừa mua h ko hài_lòng vân tay ko nhạy màn_hình vàng gà_gà như lọc màng hinh z,"[ 0.  1.  0.  0.  0.  0.  0.  1.  0.  0. -1.  0. -1. -1. -1. -1. -1.  0.
 -1. -1.]"
3402,3402,"wifi của thiết_bị không ổn_định mặc_dù mình đứng rất gần nhưng vẫn bị chập_chờn 
 có_thể do androi đang bị lỗi nên như_vậy 
 mong bản cập_nhật sau sẽ sửa được lỗi này","[ 0.  1.  0.  1.  0.  0.  0.  0.  0.  0. -1.  0. -1.  0. -1. -1. -1. -1.
 -1. -1.]"
3403,3403,sản_phẩm sai ok quá chach pv của nhân_viên rất tốt tôi rất thích mua sản_phẩm nơi này sài đt thấy ok quá rất nhanh màn_hình sáng nữa tôi rất hài_lòng,"[ 0.  0.  0.  1.  0.  1.  0.  1.  1.  0. -1. -1. -1.  2. -1.  2. -1.  2.
  2. -1.]"
3404,3404,mua hôm hôm_nay dùng được ngày máy rất mượt chụp ảnh đẹp pin trâu dùng máy rất mát khi sạc thì máy nóng giống như bao điện_thoại khác rất hài_lòng khi mua redmi note pro lúc định mua vẫn lăn_tăn vụ máy quá nhiệt nhưng giờ ok rồi tiếc là vừa mua khi dán màn_hình chỉ có miếng dán cắt tay bằng dao tem,"[ 1.  0.  1.  1.  0.  1.  0.  0.  1.  0.  2. -1.  2.  2. -1.  2. -1. -1.
  0. -1.]"
3405,3405,máy ổn ngoại_hình đẹp dùng lâu_dài thì chưa biết nhưng nói_chung là ổn hợp_lý với giá_thành,"[ 0.  0.  0.  0.  1.  1.  1.  0.  0.  0. -1. -1. -1. -1.  2.  2.  1. -1.
 -1. -1.]"
3406,3406,sử_dụng tháng rồi mình cảm_nhận camera mờchụp thiếu sáng thì quá kémcảm biến vân tay hao pin lúc được lúc khôngcảm biến tiệm cận lúc được lúc khôngmáy lag dù không chơi gamemàn hình hiển_thị kémlỡ mua rồi giờ biết làm_sao,"[ 1.  1.  1.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0. -1. -1. -1.  0.
 -1. -1.]"
3407,3407,quá ok mỗi tội ốp lưng ko che lên đc cam phải mua ốp ngoài ko lâu xước hết cam sau thích màu đen mà có mỗi màu xanh,"[ 0.  0.  0.  0.  0.  1.  0.  0.  1.  0. -1. -1. -1. -1. -1.  2. -1. -1.
  0. -1.]"
3408,3408,cảm_biến vân tay kém mở mãi mới được hệ_thống máy xử_lý chậmcam kém thất_vọng khi mua máy này chốt lại chỉ có_nhân_viên dễ_thương nhiệt_tình,"[ 1.  1.  0.  1.  0.  1.  0.  0.  1.  0.  0.  0. -1.  0. -1.  0. -1. -1.
  2. -1.]"
3409,3409,sản_phẩm tuyệt_vời nhỏ gọn dễ cầm nắm hay bỏ_túi cho sao tuyệt_đối nhân_viên tư_vấn nhiệt_tình,"[ 0.  0.  0.  0.  1.  1.  0.  0.  1.  0. -1. -1. -1. -1.  2.  2. -1. -1.
  2. -1.]"
3410,3410,thật_sự có_thể nói là quá tệmình sau thág sử dụngpin sạc đầy để qya đêm mất hết phần trămpin thì quá tệmình chỉ k hài_lòng về pin của nó thôicòn thua hơn cái iphone x mình dag sử_dụng,"[ 0.  0.  1.  0.  0.  1.  0.  0.  0.  0. -1. -1.  0. -1. -1.  0. -1. -1.
 -1. -1.]"
3411,3411,đúng là hàng apple có khác chạy rất rất mượt màn_hình hiển_thị tốt không còn gì để chê,"[ 0.  0.  0.  1.  0.  1.  0.  1.  0.  0. -1. -1. -1.  2. -1.  2. -1.  2.
 -1. -1.]"
3412,3412,dùng gần tháng rồi thấy máy khá ổn so với mức giá loa to pin dùng ngày xạc lần cam chụp ảnh hơi xấu,"[ 1.  1.  1.  0.  0.  1.  1.  0.  0.  0.  0.  2.  1. -1. -1.  2.  1. -1.
 -1. -1.]"
3413,3413,mua đúng năm k hề bị gì luôn pin khủng nhận_diện khuông mặt và vân tây ok năm rồi giờ tháo ốp lưng ra như máy mơi mặc_dù mình quăng tứ_tung và rớt mấy lần a ở bên mình lâu nhất từng trc đến giờ,"[ 0.  1.  1.  0.  1.  1.  0.  0.  0.  0. -1.  2.  2. -1.  2.  1. -1. -1.
 -1. -1.]"
3414,3414,đt rất tốt rất hài_lòng pin trâu came trc chụp nét và rất đẹpns chung rất hài_lòng vs sp này,"[ 1.  0.  1.  0.  0.  1.  0.  0.  0.  0.  2. -1.  2. -1. -1.  2. -1. -1.
 -1. -1.]"
3415,3415,máy dùng rất ngon sạc nhanh pin lâu đáp_ứng mọi nhu_cầu giải_trí nhanh mượt xứng_đáng để mua sử_dụng,"[ 0.  0.  1.  1.  0.  1.  0.  0.  0.  0. -1. -1.  2.  2. -1.  2. -1. -1.
 -1. -1.]"
3416,3416,mấy rất tốt chơi game mượt pin trâu nhân_viên tư_vấn tận_tình đặc_biệt là mấy nhân_viên của tgdt ở chí hùng thái hòa thân_thiện,"[ 0.  0.  1.  1.  0.  1.  0.  0.  1.  0. -1. -1.  2.  2. -1.  2. -1. -1.
  2. -1.]"
3417,3417,pin thì ổn đt chơi mượt nữa em tí lắm nhân_viên nhiệt tìnhem cảm_ơn anh_chị thế_giới di_động ạ,"[ 0.  0.  1.  1.  0.  1.  0.  0.  1.  0. -1. -1.  2.  2. -1.  2. -1. -1.
  2. -1.]"
3418,3418,không gì tuyệt_vời hơn với một chiếc điện_thoại giá tầm trung thế này máy cầm đầm tay màn_hình to camera tuyệt đẹp pin cực khủng dùng rất lâu trải nghiệm thoải_mái rất mượt vân tay siêu nhạy siêu nhanh tôi đã không lầm khi chọn xiaomi redmi note s,"[ 1.  0.  1.  1.  1.  1.  1.  1.  0.  0.  2. -1.  2.  2.  2.  2.  1.  2.
 -1. -1.]"
3419,3419,sp tốt cam đẹp chíp tốt có_điều là chưa có sạc nhanh nên sạc hơi lâu mọi thứ điều tốt,"[ 1.  0.  1.  1.  0.  1.  0.  0.  0.  0.  2. -1.  0.  2. -1.  2. -1. -1.
 -1. -1.]"
3420,3420,máy cứ bị nhận gọi trễ và khi không nhận đc luôn ấy ạ màn_hình tối còn tự bị tắt nguồn tự_động màn_hình quá tối mua xiaomi vì thấy nhiều ng nói sài rất trội h thì đổi qua sài realme quá,"[ 0.  1.  0.  1.  0.  0.  0.  1.  1.  0. -1.  0. -1.  0. -1. -1. -1.  0.
  0. -1.]"
3421,3421,tại_sao pin mà mình lướt facebook với chơi vài ván liên_quân mà chỉ dùng được tầm tiếng liênt hông_vậy,"[ 0.  0.  1.  0.  0.  0.  0.  0.  0.  0. -1. -1.  0. -1. -1. -1. -1. -1.
 -1. -1.]"
3422,3422,quá tệ đơ đứng máy nhảy lung_tung thật_sự k nghĩ máy mới mà bị ntn như v mà cũng bán ra thị_trường được,"[ 0.  1.  0.  1.  0.  1.  0.  0.  0.  0. -1.  0. -1.  0. -1.  0. -1. -1.
 -1. -1.]"
3423,3423,dùng máy chưa được một tháng nhưng thấy ko ổn thế có đổi được komáy kém quá giật lag tứ_tung chs game bị đứng hình ms đau,"[ 0.  0.  0.  1.  0.  1.  0.  0.  0.  0. -1. -1. -1.  0. -1.  0. -1. -1.
 -1. -1.]"
3424,3424,máy đẹp giá tốt mỗi tội khó tìm mua cường_lực nhân_viên thegioididong nhiệt_tình cho sao trc đã,"[ 0.  0.  0.  0.  1.  0.  1.  0.  1.  0. -1. -1. -1. -1.  1. -1.  2. -1.
  2. -1.]"
3425,3425,máy xài cũng tạm mà gõ văn_bản ko dc nhạy thua ss đời cũ nhiều kiểu nhận kí thự chậm quá chữ dc chữ ko,"[ 0.  1.  0.  0.  0.  1.  0.  0.  0.  0. -1.  0. -1. -1. -1.  1. -1. -1.
 -1. -1.]"
3426,3426,bắt sóng vs wifi quá kém luôn mk cách cục phát wifi loại g mét sau bức tường chỉ bắt được vạch đt loại khác ngồi cách phòng vẫn vạch nói_chung ngồi trong nhà mà kín ko bắt nổi sóng g,"[ 0.  1.  0.  0.  0.  0.  0.  0.  0.  0. -1.  0. -1. -1. -1. -1. -1. -1.
 -1. -1.]"
3427,3427,màn_hình tràn viền mỏng rất đẹp oainhiều người nói pin tụt nhưng tui lướt face mess goole mãi pin từ chiều_tối hôm_qua đến giờ vẫn trên rất xứng_đáng hơn a trong tầm giá dưới triệu,"[ 0.  0.  1.  0.  1.  1.  1.  0.  0.  0. -1. -1.  2. -1.  2.  2.  1. -1.
 -1. -1.]"
3428,3428,"màn_hình cực tệ vừa rơi nhẹ đã bể v mà bảo kính cường_lực 
 lâu_lâu lại bị đứng máy pin còn tuột nhanh như nước 
 mua giá cao mà chán quá","[ 0.  0.  1.  1.  1.  1.  1.  0.  0.  0. -1. -1.  0.  0.  0.  0.  0. -1.
 -1. -1.]"
3429,3429,máy dùng khá ok khá mượt tầm trong tầm giá lày_vầy là ok rùi mới đúng đc mấy tiếg tạm cho sao,"[ 0.  0.  0.  1.  0.  1.  1.  0.  0.  0. -1. -1. -1.  2. -1.  2.  1. -1.
 -1. -1.]"
3430,3430,xài dc tuần rất hài_lòng pin trâu choi codm lien quân mượt pin trâu có một_số lỗi vặt nhỏ nhưng ko đáng_kể 👍,"[ 0.  0.  1.  1.  0.  1.  0.  0.  0.  0. -1. -1.  2.  2. -1.  2. -1. -1.
 -1. -1.]"
3431,3431,rất tốt v xài rất mượt rất ok giá tốt trong phân khúc camera chụp hình ban_đêm rất đẹp màu_da tự_nhiên và rất đẹp,"[ 1.  0.  0.  1.  0.  1.  1.  0.  0.  0.  2. -1. -1.  2. -1.  2.  2. -1.
 -1. -1.]"
3432,3432,tầm trung sp này okie cấu_hình gb và pin sử_dụng được lâu màn_hình sáng rõ okie ạ,"[ 0.  0.  1.  0.  0.  1.  0.  1.  0.  1. -1. -1.  2. -1. -1.  2. -1.  2.
 -1.  1.]"
3433,3433,sản_phẩm oknhưng giá bán thì chátbản gb mua tại đài_loan tính ra tiền vnđ chưa tới củvậy mà,"[ 0.  0.  0.  0.  0.  1.  1.  0.  0.  0. -1. -1. -1. -1. -1.  2.  0. -1.
 -1. -1.]"
3434,3434,từ nhân_viên đến điện_thoại từ good sao ko nói nhiều đien thoại mặc_dù xài chíp p những chiến game xem phim ok hết chỗ chê pin trâu hơn con trâu,"[ 0.  0.  1.  1.  0.  1.  0.  0.  1.  0. -1. -1.  2.  2. -1.  2. -1. -1.
  2. -1.]"
3435,3435,sản_phẩm k đc tốt như thông_số cấu_hình máy cammera thì quá tệ kết_nối wifig chậm,"[ 1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0. -1.  0. -1. -1. -1. -1.
 -1. -1.]"
3436,3436,máy hay nóng tự đóng ứng_dụng pin sạc nhanh ko thấy vô game thì lag nếu ai có ý_định mua cái máy này thì mình khuyên câu chân_thành là đừng mua đừng nghe từ quoảng_cáo,"[ 0.  0.  1.  1.  0.  1.  0.  0.  0.  0. -1. -1.  0.  0. -1.  0. -1. -1.
 -1. -1.]"
3437,3437,tôi thật_sự thất_vọng vì chiếc điện_thoại này thật_sự là cùi bắp lắc thì khỏi chê vào game offline cũng bị văn ra khỏi game nói một hồi chắc tôi chửi tục quá âo là thích_hợp_nhất mấy bạn trung á làm điên thoại mạnh hơn một_chút ik đừng khiêm tôn quá làm gì cho chúng_tôi có chiec điện_thoại ngon ko được sao,"[ 0.  0.  0.  1.  0.  1.  0.  0.  0.  0. -1. -1. -1.  0. -1.  0. -1. -1.
 -1. -1.]"
3438,3438,thật_sự quá tệ mở nhiều tab thì giật lag hoặc k mở gì cấu_hình thấp nhất tốc_độ màn_hình cho xuống hz nhưng riêng khi mở bong_bóng chat của mess thì thật_sự rất giật mặc_dù chỉ mở mỗi messenger k hiểu do chip exynos kém hay do sản_xuất ở việt nam tồi thật_sự thất_vọng,"[ 0.  0.  0.  1.  0.  1.  0.  0.  0.  0. -1. -1. -1.  0. -1.  0. -1. -1.
 -1. -1.]"
3439,3439,máy chỉ dc cái camera sau cảm_ứng bàn_phím tệ nhắn_tin ko đoán chữ tệ sóng yếu tìm số điện_thoại thì chỉ tìm được trong danh_bạ mà tìm trong danh_bạ thì cũng phải thao_tác và tìm như cùi bắp nên cũng rát tệ nói_chung là phải đổi file word không đọc được file exel thì chưa thử nói_chung vì là hàng vn nên thien vị một_chút cho chứ thực_sự thì nửa sao thôi,"[ 1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  2.  0. -1.  0. -1. -1. -1. -1.
 -1. -1.]"
3440,3440,sản_phẩm tốt mua từ đến nay pin ổn_định chơi game tốtsản phẩm đáng dùng,"[ 0.  0.  1.  1.  0.  1.  0.  0.  0.  0. -1. -1.  2.  2. -1.  2. -1. -1.
 -1. -1.]"
3441,3441,sản_phẩm cao_cấp dùng đáng đồng_tiền bỏ ra mình rất thích với sản_phẩm đã chọn,"[ 0.  0.  0.  0.  0.  1.  1.  0.  0.  0. -1. -1. -1. -1. -1.  2.  2. -1.
 -1. -1.]"
3442,3442,đã mua dùng được tháng chơi game lq fps để tụt liên gọi xuống và giật lagchơi cứ như kiểu rùa bòlúc đầu mua thấy ngon ưng bụngsau hối hậncòn các tác vụ khác k chêmua chơi game mà chán quá,"[ 0.  0.  0.  1.  0.  1.  0.  0.  0.  0. -1. -1. -1.  0. -1.  1. -1. -1.
 -1. -1.]"
3443,3443,khá tốt trong tầm giá pin ổn loa tốt máy chơi game mấy dòng lớn khá nóng cam nhưng mà ở mức đủ đẹp thôi chứ chưa xuất_sắc,"[ 1.  1.  1.  1.  0.  1.  1.  0.  0.  0.  1.  2.  2.  0. -1.  2.  1. -1.
 -1. -1.]"
3444,3444,mới mua về vừa cài_đặt ứng_dụng xong là quay ra xập nguồn rồi khởi_động lại liên_tục thi_thoảng phút lại phát chả hiểu sao 😩 cách cục wifi m dc vạch sóng,"[ 0.  1.  0.  1.  0.  0.  0.  0.  0.  0. -1.  0. -1.  0. -1. -1. -1. -1.
 -1. -1.]"
3445,3445,sản_phẩm tốt xài rat ok noi về giá thì tầm trung là hết sảymà con chơi gems mạnh cyng ko pj lắc,"[ 0.  0.  0.  1.  0.  1.  1.  0.  0.  0. -1. -1. -1.  2. -1.  2.  2. -1.
 -1. -1.]"
3446,3446,"thất_vọng lẽ_ra nên là máy tầm teung chạy chip qualcom thì tuyệt_vời không 
 vỏ đẹp nội_thất_k cơ gì","[ 0.  0.  0.  1.  1.  1.  0.  0.  0.  0. -1. -1. -1.  1.  2.  0. -1. -1.
 -1. -1.]"
3447,3447,điện_thoại đang chơi cứ p thì tự quảng_cáo rất phiền_phức đang điện_thoại thì tự_nhiên quảng_cáo,"[ 0.  0.  0.  1.  0.  0.  0.  0.  0.  0. -1. -1. -1.  0. -1. -1. -1. -1.
 -1. -1.]"
3448,3448,chuyện là trưa hwa e có mua ip plus gb ở lê duẩn ptrà bá tppleiku tgia lai nvien tiếp_đón rất thân_thiện đặc_biệt là nv kỹ_thuật hồng tiến làm_việc rất nhiệt_tình luôn 👍 🏻 vote sao trước đã máy thì vẫn đag test sẽ cho kết_quả sau hihi nhưng ưng_ý nhân_viên tại shop quá lần sau sẽ lại mua ở đây ❤ ️,"[ 0.  0.  0.  0.  0.  0.  0.  0.  1.  0. -1. -1. -1. -1. -1. -1. -1. -1.
  2. -1.]"
3449,3449,ai muốn mua điện_thoại pin trâu mượt camera đẹp giá tr nên mua con này ngay đi nhé,"[ 1.  0.  1.  1.  0.  1.  1.  0.  0.  0.  2. -1.  2.  2. -1.  2.  1. -1.
 -1. -1.]"
3450,3450,máy thiết_kế đẹphiệu năng sử_dụng mượt màxứng đáng với tầm giá kcho sao,"[ 0.  0.  0.  1.  1.  1.  1.  0.  0.  0. -1. -1. -1.  2.  2.  2.  1. -1.
 -1. -1.]"
3451,3451,sản_phẩm tuyệt_vời pin khoẻ hiệu_năng mượt_mà chuyên cày game mình sài từ lúc mua tới giờ mà vẫn ổn_định mượt_mà không bị treo đơ nói_chung là sản_phẩm đáng đồng_tiền bát gạo,"[ 0.  0.  1.  1.  0.  1.  1.  0.  0.  0. -1. -1.  2.  2. -1.  2.  2. -1.
 -1. -1.]"
3452,3452,quá tệ lỗi không phát nhạc khi tắt màn_hình trên wep nhân_viên hỗ_trợ ko tốt rất quan_ngại,"[ 0.  1.  0.  0.  0.  1.  0.  0.  1.  0. -1.  0. -1. -1. -1.  0. -1. -1.
  0. -1.]"
3453,3453,mình mới đổi máy jpro sang not được ngày máy chính hãng dùng không chê được điểm gì pin trâu sóng khỏe_cấu_hình mạnh_mẽ bạn huy tại đmx lục_quân rất chu_đáo nhiệt_tình điểm cộng cho chất_lượng,"[ 0.  1.  1.  1.  0.  1.  0.  0.  1.  0. -1.  2.  2.  2. -1.  2. -1. -1.
  2. -1.]"
3454,3454,mk cũng đang dùng thấy rất ok chỉ là sóng bật ở chế_độ g g g tự_động thì yếu nhưng nếu k dùng mạng g thì bật chế_độ chỉ g hoặc g thì sóng mạnh came đẹp mở khóa bằng khuôn_mặt rất nhanh vân tay ổn theo tầm giá k đòi_hỏi gì thêm,"[ 1.  1.  0.  0.  0.  1.  1.  0.  0.  0.  2.  1. -1. -1. -1.  2.  1. -1.
 -1. -1.]"
3455,3455,máy củ mà các ông còn đòi chơi game ram phải cao pin trâuvân vân tiêu_chuẩn kép vãi không thích dùng thì người khác dùng ai khiến các ông sờ vào mà toàn trẻ trâu vào đánh_giá_như đúng rồi chán,"[ 0.  0.  0.  0.  0.  0.  1.  0.  0.  0. -1. -1. -1. -1. -1. -1.  1. -1.
 -1. -1.]"
3456,3456,samsung biết lắng_nghe người tiêu_dùng sau khi tung ra bản cập_nhật thì hết loạn cảm_ứng pin trâu mở khuôn_mặt nhanh vân tay ổn_định_tính đâu nản rồi ai_ngờ nói_chung quá tuyệt_vời,"[ 0.  1.  1.  1.  0.  1.  0.  0.  1.  0. -1.  2.  2.  2. -1.  2. -1. -1.
  2. -1.]"
3457,3457,sam note mình mới mua chưa đc ngày cái gì cũng ổn ngoại_trừ vân tay mở có lúc lần cũng ko đc có ai bị như mình không vân tay vậy có phải do lỗi máy hay tình_trạng chung của dòng máy này vậy shop,"[ 0.  1.  0.  0.  0.  1.  0.  0.  0.  0. -1.  0. -1. -1. -1.  2. -1. -1.
 -1. -1.]"
3458,3458,pin quá tốt máy ít nóng đa_nhiệm mượt nhân_viên tận_tình tuyệt_vời cửa_hàng ko có hàng demo nhân_viên sẵn_sàng bóc seal máy mới để khách trải nghiệm sao xứng_đáng tại cửa_hàng lê văn việt q mới trải nghiệm h nên chưa đánh_giá sâu đc nói_chung là tốt,"[ 0.  0.  1.  1.  0.  0.  0.  0.  1.  0. -1. -1.  2.  2. -1. -1. -1. -1.
  2. -1.]"
3459,3459,tải ứng_dụng bằng g ko đươc mọi thứ thấy bt giá tầm đó cũng tạm ổn cũng nóng máy nhanh,"[ 0.  1.  0.  1.  0.  1.  1.  0.  0.  0. -1.  0. -1.  0. -1.  1.  1. -1.
 -1. -1.]"
3460,3460,"mua được tháng_ngày có tình_trạng giật lag khi chơi game bị đẩy ra màn_hình chính 
 tệ","[ 0.  0.  0.  1.  0.  1.  0.  0.  0.  0. -1. -1. -1.  1. -1.  0. -1. -1.
 -1. -1.]"
